序号,有效不等式选择,求解选择,random_seed,gap,scale_phase,scale_stage,size_signature,客户数,服务数,产品数,服务团队数,base_num_vars,base_num_constrs,root_num_constrs,服务时间,服务价格,服务成本,利润,利润均值,利润标准差,利润上四分位,利润下四分位,服务时间下界,服务价格下界,服务成本下界,服务时间梯度,服务价格梯度,服务成本梯度,客户效用值,客户效用值下界,客户效用值梯度,库存,库存梯度,库存下界,产品服务对应关系矩阵,产品服务对应关系,产品服务对应关系下界,产品服务对应关系上界,产品服务对应关系均值,产品服务对应关系标准差,产品服务对应关系上四分位,客户权重,客户权重gap,客户权重均值,客户权重标准差,客户权重上四分位,服务时间窗Early,服务时间窗Early下界,服务时间窗Early上界,服务时间窗Late,服务时间窗Late下界,服务时间窗Late上界,服务时间窗Early均值,服务时间窗Late均值,服务时间窗Early标准差,服务时间窗Late标准差,服务时间窗Early上四分位,服务时间窗Late上四分位,转移时间矩阵,转移时间矩阵下界,转移时间矩阵上界,转移时间矩阵均值,转移时间矩阵标准差,转移时间矩阵上四分位,工作时长,固定成本,可变成本,可变成本下界,可变成本上界,可变成本均值,可变成本标准差,可变成本上四分位,cut3百分比,总性价比,总任务开始时间和,总利润,函数目标值,求解时间
57,"(1, 1, 1, 0, 0, 1)",1,7352,0,baseline_300,S1,I5_M3_N3_K7,5,3,3,7,469,537,1062,[2 5 8],[13 20 27],[ 6  9 12],[ 7 11 15],11.0,3.265986323710904,13.0,9.0,2,13,6,3,7,3,"[[ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]]",8,3,[57 44 31],13,18,"[array([1, 1, 1]), array([1, 1, 1]), array([1, 1, 1])]",[1 1 1],1,1,1.0,0.0,1.0,[3 3 3 2 2],3,2.6,0.4898979485566356,3.0,[0 1 0 2 6],0,9,[25 18 19 27 29],14,28,1.8,23.6,2.227105745132009,4.363484845854286,2.0,27.0,"[[0 1 2 2 1 1 0]
 [1 0 2 1 1 1 1]
 [2 2 0 2 2 2 2]
 [2 1 2 0 2 1 2]
 [1 1 2 2 0 1 1]
 [1 1 2 1 1 0 1]
 [0 1 2 2 1 1 0]]",1,3,1.183673469387755,0.7192249055798406,2.0,40,5.5,"[[0.         1.38668267 1.43545488 0.08862061 0.36696075 0.24653685
  0.        ]
 [1.29033945 0.         1.13055837 0.04362801 1.43972838 0.44663829
  0.02066616]
 [1.26902116 1.21946534 0.         2.63773171 0.53667017 2.28280003
  1.17718211]
 [2.36019783 0.50337091 2.35540623 0.         0.28639526 0.85483782
  1.99462886]
 [0.50362432 1.39796021 0.14532569 1.24623903 0.         1.19581038
  1.32938405]
 [1.12775607 0.62710774 0.73449572 0.49472916 0.84097139 0.
  1.13305369]
 [0.         0.55832119 1.81920112 2.10951354 1.38952323 0.734133
  0.        ]]",0,2,0.8726667621526408,0.7444033705742177,1.329384048665629,0.0,5.703703703703703,16.0,31.823434186513193,21.527137890216895,0.5480010509490967
59,"(1, 1, 1, 0, 1, 1)",1,7352,0,baseline_300,S1,I5_M3_N3_K7,5,3,3,7,469,537,1062,[2 5 8],[13 20 27],[ 6  9 12],[ 7 11 15],11.0,3.265986323710904,13.0,9.0,2,13,6,3,7,3,"[[ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]]",8,3,[57 44 31],13,18,"[array([1, 1, 1]), array([1, 1, 1]), array([1, 1, 1])]",[1 1 1],1,1,1.0,0.0,1.0,[3 3 3 2 2],3,2.6,0.4898979485566356,3.0,[0 1 0 2 6],0,9,[25 18 19 27 29],14,28,1.8,23.6,2.227105745132009,4.363484845854286,2.0,27.0,"[[0 1 2 2 1 1 0]
 [1 0 2 1 1 1 1]
 [2 2 0 2 2 2 2]
 [2 1 2 0 2 1 2]
 [1 1 2 2 0 1 1]
 [1 1 2 1 1 0 1]
 [0 1 2 2 1 1 0]]",1,3,1.183673469387755,0.7192249055798406,2.0,40,5.5,"[[0.         1.38668267 1.43545488 0.08862061 0.36696075 0.24653685
  0.        ]
 [1.29033945 0.         1.13055837 0.04362801 1.43972838 0.44663829
  0.02066616]
 [1.26902116 1.21946534 0.         2.63773171 0.53667017 2.28280003
  1.17718211]
 [2.36019783 0.50337091 2.35540623 0.         0.28639526 0.85483782
  1.99462886]
 [0.50362432 1.39796021 0.14532569 1.24623903 0.         1.19581038
  1.32938405]
 [1.12775607 0.62710774 0.73449572 0.49472916 0.84097139 0.
  1.13305369]
 [0.         0.55832119 1.81920112 2.10951354 1.38952323 0.734133
  0.        ]]",0,2,0.8726667621526408,0.7444033705742177,1.329384048665629,0.0,5.703703703703703,16.0,31.823434186513193,21.527137890216895,0.5557758808135986
46,"(1, 0, 1, 1, 1, 0)",1,7352,0,baseline_300,S1,I5_M3_N3_K7,5,3,3,7,469,537,887,[2 5 8],[13 20 27],[ 6  9 12],[ 7 11 15],11.0,3.265986323710904,13.0,9.0,2,13,6,3,7,3,"[[ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]
 [ 8. 11. 14.]]",8,3,[57 44 31],13,18,"[array([1, 1, 1]), array([1, 1, 1]), array([1, 1, 1])]",[1 1 1],1,1,1.0,0.0,1.0,[3 3 3 2 2],3,2.6,0.4898979485566356,3.0,[0 1 0 2 6],0,9,[25 18 19 27 29],14,28,1.8,23.6,2.227105745132009,4.363484845854286,2.0,27.0,"[[0 1 2 2 1 1 0]
 [1 0 2 1 1 1 1]
 [2 2 0 2 2 2 2]
 [2 1 2 0 2 1 2]
 [1 1 2 2 0 1 1]
 [1 1 2 1 1 0 1]
 [0 1 2 2 1 1 0]]",1,3,1.183673469387755,0.7192249055798406,2.0,40,5.5,"[[0.         1.38668267 1.43545488 0.08862061 0.36696075 0.24653685
  0.        ]
 [1.29033945 0.         1.13055837 0.04362801 1.43972838 0.44663829
  0.02066616]
 [1.26902116 1.21946534 0.         2.63773171 0.53667017 2.28280003
  1.17718211]
 [2.36019783 0.50337091 2.35540623 0.         0.28639526 0.85483782
  1.99462886]
 [0.50362432 1.39796021 0.14532569 1.24623903 0.         1.19581038
  1.32938405]
 [1.12775607 0.62710774 0.73449572 0.49472916 0.84097139 0.
  1.13305369]
 [0.         0.55832119 1.81920112 2.10951354 1.38952323 0.734133
  0.        ]]",0,2,0.8726667621526408,0.7444033705742177,1.329384048665629,0.0,5.703703703703703,16.0,31.823434186513193,21.527137890216892,0.822239875793457
序号,有效不等式选择,求解选择,random_seed,gap,scale_phase,scale_stage,size_signature,客户数,服务数,产品数,服务团队数,base_num_vars,base_num_constrs,root_num_constrs,服务时间,服务价格,服务成本,利润,利润均值,利润标准差,利润上四分位,利润下四分位,服务时间下界,服务价格下界,服务成本下界,服务时间梯度,服务价格梯度,服务成本梯度,客户效用值,客户效用值下界,客户效用值梯度,库存,库存梯度,库存下界,产品服务对应关系矩阵,产品服务对应关系,产品服务对应关系下界,产品服务对应关系上界,产品服务对应关系均值,产品服务对应关系标准差,产品服务对应关系上四分位,客户权重,客户权重gap,客户权重均值,客户权重标准差,客户权重上四分位,服务时间窗Early,服务时间窗Early下界,服务时间窗Early上界,服务时间窗Late,服务时间窗Late下界,服务时间窗Late上界,服务时间窗Early均值,服务时间窗Late均值,服务时间窗Early标准差,服务时间窗Late标准差,服务时间窗Early上四分位,服务时间窗Late上四分位,转移时间矩阵,转移时间矩阵下界,转移时间矩阵上界,转移时间矩阵均值,转移时间矩阵标准差,转移时间矩阵上四分位,工作时长,固定成本,可变成本,可变成本下界,可变成本上界,可变成本均值,可变成本标准差,可变成本上四分位,cut3百分比,总性价比,总任务开始时间和,总利润,函数目标值,求解时间
3,"(0, 0, 0, 0, 1, 1)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7057671546936035
4,"(0, 0, 0, 1, 0, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7220809459686279
0,"(0, 0, 0, 0, 0, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.742746114730835
7,"(0, 0, 0, 1, 1, 1)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.742919921875
5,"(0, 0, 0, 1, 0, 1)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7442011833190918
6,"(0, 0, 0, 1, 1, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7457430362701416
1,"(0, 0, 0, 0, 0, 1)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7465922832489014
2,"(0, 0, 0, 0, 1, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,539,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.7478370666503906
20,"(0, 1, 0, 1, 0, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,714,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.8997080326080322
14,"(0, 0, 1, 1, 1, 0)",1,71,0,baseline_300,S1,I5_M5_N5_K7,5,5,5,7,483,539,714,[1 3 5 7 9],[10 16 22 28 34],[ 2  7 12 17 22],[ 8  9 10 11 12],10.0,1.4142135623730951,11.0,9.0,1,10,2,2,6,5,"[[ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]
 [ 9. 11. 13. 15. 17.]]",9,2,[71 60 49 38 27],11,16,"[array([1, 1, 2, 2, 1]), array([1, 1, 2, 1, 1]), array([2, 2, 1, 2, 1]), array([2, 2, 1, 1, 2]), array([2, 1, 1, 2, 1])]",[2 1 1 2 1],1,1,1.44,0.4963869458396342,2.0,[2 2 2 2 1],2,1.8,0.4,2.0,[1 3 2 4 7],1,8,[21 28 30 36 27],10,33,3.4,28.4,2.0591260281974,4.841487374764082,4.0,30.0,"[[0 3 2 2 3 2 0]
 [3 0 2 3 3 2 3]
 [2 2 0 3 2 3 2]
 [2 3 3 0 2 3 2]
 [3 3 2 2 0 2 3]
 [2 2 3 3 2 0 2]
 [0 3 2 2 3 2 0]]",2,4,2.0,1.0497813183356477,3.0,45,10.0,"[[0.         2.5788274  0.25631903 1.86879851 0.03162875 1.73486252
  0.        ]
 [1.72815232 0.         2.55074127 3.30734419 2.1103961  1.34815363
  0.6345229 ]
 [0.42505782 0.48712122 0.         2.67179067 0.29046391 0.63796801
  0.61287975]
 [0.20496859 2.36052686 1.51337138 0.         2.97564069 3.37355628
  1.02624608]
 [2.03508861 1.42688689 0.4960578  0.74648367 0.         1.16027894
  0.88193548]
 [1.14804447 0.50615092 1.42268254 0.29493154 1.27252749 0.
  2.33362821]
 [0.         2.60800061 2.84008847 1.211173   0.78122657 2.53255755
  0.        ]]",0,2,1.1923894009883997,1.0250644495447936,2.0350886136406805,0.0,0.0,0.0,0.0,-0.0,0.9045901298522949
